activity,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyAccMag-mean(),tGravityAccMag-mean(),tBodyAccJerkMag-mean(),tBodyGyroMag-mean(),tBodyGyroJerkMag-mean(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyAccMag-mean(),fBodyBodyAccJerkMag-mean(),fBodyBodyGyroMag-mean(),fBodyBodyGyroJerkMag-mean()
WALKING_DOWNSTAIRS,0.33529283,-0.033072599,-0.12998459,0.95745018,-0.096322659,0.10126468,-0.12386445,0.09309813,0.04733203,-0.13442001,-0.041978589,0.094550363,-0.10786362,0.061248469,-0.03638273,-0.1917565,-0.1917565,-0.44384734,-0.20907324,-0.64436741,-0.41791606,-0.11024774,-0.51658347,-0.52847119,-0.31659761,-0.65210518,-0.19849851,-0.60137684,-0.42387725,-0.23233461,-0.41597837,-0.50923418,-0.67879745
WALKING_DOWNSTAIRS,0.36759717,-0.03091132,-0.092764056,0.96667158,-0.095199631,0.095989584,0.05137184,0.06564202,-0.036792106,-0.10454473,-0.16194737,-0.012612515,0.043233713,-0.053388064,0.07417141,-0.18986305,-0.18986305,-0.45000587,-0.22189743,-0.66648487,-0.31623681,-0.035731896,-0.48034394,-0.49994829,-0.31027341,-0.64378499,-0.20450633,-0.62508687,-0.42280102,-0.19277914,-0.40745819,-0.45193439,-0.71627816
WALKING_DOWNSTAIRS,0.32851641,0.002698258,-0.049842307,0.96690231,-0.087250479,0.098063283,0.10342642,0.07612457,-0.18869104,0.39214245,-0.27977107,0.10653614,0.010901343,-0.27283163,0.095963469,-0.18574292,-0.18574292,-0.45250304,-0.12837072,-0.63412574,-0.39306462,0.025129057,-0.60180681,-0.55331913,-0.23314277,-0.700322,-0.1475486,-0.60614524,-0.48032447,-0.17300686,-0.37448445,-0.34418464,-0.62019797
WALKING_DOWNSTAIRS,0.31529948,0.002541936,-0.095241603,0.96087622,-0.067668809,0.10994657,0.11751251,-0.086124564,-0.016001876,0.37115447,-0.18391176,0.19557916,-0.18265383,-0.11858673,-0.063126748,-0.19469602,-0.19469602,-0.48072097,-0.10185699,-0.61478035,-0.44982562,-0.1413794,-0.64829081,-0.56299924,-0.35708599,-0.73370103,-0.18996842,-0.62301203,-0.45874633,-0.27598299,-0.47893536,-0.4160844,-0.61133452
WALKING_DOWNSTAIRS,0.25930825,-0.07693859,-0.10410158,0.96410874,-0.051120724,0.10796287,0.35847206,0.0035988673,-0.036131206,-0.34570813,0.1054259,0.10092762,-0.29067678,-0.060526936,-0.34510264,-0.15248435,-0.15248435,-0.50577571,0.045880166,-0.61077945,-0.31696926,-0.10075125,-0.59660626,-0.50718039,-0.37378068,-0.74033099,0.046524046,-0.5986691,-0.26674327,-0.29511997,-0.48804546,-0.33430969,-0.62502526
WALKING_UPSTAIRS,0.11238966,-0.13600412,0.044129573,0.96479171,-0.1881416,-0.029851803,-0.21274608,0.30100252,-0.041069635,0.45657036,-0.22708842,-0.0036803356,-0.057100097,-0.35600997,-0.28266965,-0.2595456,-0.2595456,-0.68221069,-0.20718961,-0.78259435,-0.4870578,-0.27722696,-0.54817736,-0.6438879,-0.62937341,-0.7894474,-0.58696858,-0.50483187,-0.51630353,-0.50791725,-0.61523937,-0.58753426,-0.83315486
WALKING_UPSTAIRS,0.29454062,-0.060911891,-0.093431655,0.94340007,-0.23708959,-0.0048369215,-0.079094032,-0.09877172,0.051996421,0.24473678,-0.10388763,0.059569725,-0.12860498,-0.21250172,-0.12890689,-0.26931484,-0.26931484,-0.63477598,-0.33564629,-0.74237929,-0.50679417,-0.39930089,-0.54442785,-0.63929806,-0.61186921,-0.75769286,-0.62910778,-0.55883267,-0.5410551,-0.48763169,-0.62203631,-0.57648265,-0.82393359
WALKING_UPSTAIRS,0.30580534,-0.03501826,-0.11824253,0.93511005,-0.24995064,-0.011281593,0.24316826,-0.24163679,-0.073952358,0.22847002,-0.16701528,0.062568644,0.22991242,-0.093455738,-0.18503482,-0.19288586,-0.19288586,-0.60184154,-0.33802258,-0.73132508,-0.49772901,-0.22393934,-0.55214931,-0.63874112,-0.54445069,-0.75492999,-0.4074272,-0.62151744,-0.53420494,-0.44464946,-0.62205285,-0.47114539,-0.79788106
WALKING_UPSTAIRS,0.2941246,0.0048899058,-0.084659376,0.93510534,-0.25212341,-0.022354502,0.35650378,-0.33633781,0.31858961,0.33451573,-0.1164197,0.070591762,-0.20526104,0.045907566,0.013468894,-0.19381602,-0.19381602,-0.60463102,-0.1595506,-0.71755028,-0.40826312,-0.14637186,-0.46443703,-0.59720257,-0.53322202,-0.76253746,-0.22925719,-0.5645123,-0.53123827,-0.46961623,-0.58829218,-0.36155665,-0.77305921
WALKING_UPSTAIRS,0.21327535,0.023727786,-0.14062627,0.9402707,-0.25210931,-0.013963036,0.035961432,0.28788797,0.42914459,0.048031157,0.019281318,0.1237782,-0.59762453,0.16498776,0.10089616,-0.27495298,-0.27495298,-0.64832218,-0.12239649,-0.73901786,-0.52481678,-0.34629549,-0.40157918,-0.65757047,-0.63218817,-0.77029613,-0.027863305,-0.56911081,-0.53807706,-0.52940024,-0.64589432,-0.24013246,-0.79410108
WALKING_UPSTAIRS,0.29130294,-0.023484333,-0.24115158,0.93669158,-0.24949772,-0.0094145661,-0.17249748,0.2763226,-0.15934464,-0.15010963,-0.087978603,0.086818495,0.10975304,0.15015865,-0.093938383,-0.29031193,-0.29031193,-0.63840311,-0.28438663,-0.74323846,-0.44126106,-0.3433792,-0.5527856,-0.59581628,-0.60694612,-0.75762683,-0.37231554,-0.54226654,-0.5431809,-0.4161949,-0.59248006,-0.5846549,-0.79289081
WALKING_UPSTAIRS,0.42419327,-0.019382569,-0.13921544,0.9345187,-0.24939732,-0.02654061,0.031829738,0.0063889651,-0.18151573,0.10281387,-0.23888445,0.024211072,-0.16404526,0.081771516,0.061258678,-0.27460316,-0.27460316,-0.62677774,-0.34824087,-0.74560597,-0.48051085,-0.38322733,-0.48909417,-0.6083977,-0.62045161,-0.75561318,-0.44468186,-0.56527334,-0.55534486,-0.438547,-0.59317102,-0.57025187,-0.79501381
WALKING_UPSTAIRS,0.29439995,-0.0027967262,-0.055838787,0.94138971,-0.24932052,-0.021100712,0.37269965,-0.15243712,-0.32058827,-0.093993919,-0.16556413,0.087727233,-0.42316689,0.046798493,0.039944696,-0.27510311,-0.27510311,-0.64232156,-0.37733689,-0.75729419,-0.47078005,-0.37603866,-0.47477511,-0.66264943,-0.63325506,-0.76549375,-0.3949225,-0.63491425,-0.56182168,-0.47263968,-0.66282477,-0.63721732,-0.8337016
WALKING_UPSTAIRS,0.14271721,-0.0079654211,-0.091720076,0.93844408,-0.25080767,-0.007020169,0.22892443,0.086831296,-0.19420201,-0.33391278,-0.032874572,0.081826863,-0.035431984,-0.098819532,-0.030746004,-0.33331831,-0.33331831,-0.67776014,-0.36776823,-0.76710234,-0.55052907,-0.42752814,-0.53715977,-0.69887108,-0.65888855,-0.79277207,-0.62923322,-0.64963114,-0.59273695,-0.51589136,-0.67817312,-0.68331744,-0.83264222
WALKING_UPSTAIRS,0.19112791,-0.061281981,-0.063916061,0.93205764,-0.25228657,-0.01596272,-0.22087941,0.15709734,0.15839913,-0.28703538,0.097574344,0.088678882,0.091107418,-0.35138876,-0.27335305,-0.33111017,-0.33111017,-0.69297429,-0.38568737,-0.78427545,-0.47414734,-0.43196586,-0.53570966,-0.69210107,-0.68174568,-0.79041742,-0.60911688,-0.54887427,-0.48970939,-0.49666752,-0.69399862,-0.64774434,-0.84561417
WALKING_UPSTAIRS,0.31609251,-0.058186502,-0.22911134,0.96023267,-0.18653273,0.02021717,-0.059340226,-0.037317987,-0.28270991,0.59187483,-0.324516,0.11455301,-0.09568279,0.14654341,0.022233485,-0.19980381,-0.19980381,-0.6064561,-0.053360847,-0.75271887,-0.43036636,-0.3795169,-0.42881391,-0.61384436,-0.65418107,-0.71410087,-0.61508319,-0.52074678,-0.54240172,-0.45351087,-0.63446627,-0.53876507,-0.83219899
WALKING_UPSTAIRS,0.29831802,-0.066745179,-0.14453123,0.94664227,-0.20996046,0.0018965631,0.12402914,-0.083288204,0.0022767903,0.36208673,-0.24087217,0.066360621,-0.041730401,0.074837306,0.038925066,-0.1879924,-0.1879924,-0.58560103,-0.23117656,-0.73623704,-0.47240902,-0.37564733,-0.48938172,-0.58080687,-0.63853403,-0.7206271,-0.60838704,-0.57724075,-0.50100828,-0.47854571,-0.57715514,-0.5222805,-0.82476738
WALKING_UPSTAIRS,0.30520853,0.0088956993,-0.10509565,0.93557516,-0.23460736,-0.01045869,0.4078165,0.046833483,-0.2063765,0.33702808,-0.37080196,-0.040669084,-0.29425066,0.078798445,0.010984524,-0.19335534,-0.19335534,-0.59739841,-0.32085731,-0.72823832,-0.36733481,-0.32592301,-0.50340155,-0.54123482,-0.61540138,-0.73220024,-0.51416549,-0.59768811,-0.50234125,-0.48926138,-0.58230272,-0.53294293,-0.76838457
WALKING_UPSTAIRS,0.16160986,0.001877265,-0.088455562,0.93655404,-0.23210617,-0.014417453,0.26368115,0.21309142,-0.14940214,0.47980883,-0.47018079,-0.049604348,-0.17712153,-0.19701684,-0.22896429,-0.25720964,-0.25720964,-0.6455127,-0.1821491,-0.71826523,-0.50988475,-0.32751732,-0.50235077,-0.61693733,-0.65773909,-0.78037403,-0.35745103,-0.57697739,-0.47995003,-0.54699389,-0.64053771,-0.48689424,-0.73654907
WALKING_UPSTAIRS,0.17917476,-0.079370069,-0.042717969,0.9425307,-0.22760348,-0.024489298,-0.14096726,0.11562305,0.015209958,0.12305372,-0.15005911,0.041802602,0.017623302,-0.37034053,-0.25322359,-0.30475478,-0.30475478,-0.64931885,-0.17763394,-0.73178115,-0.50539211,-0.38047951,-0.57420243,-0.61484202,-0.61990268,-0.78667388,-0.2829914,-0.4834351,-0.52603579,-0.5063408,-0.62977747,-0.52557934,-0.77212468
WALKING_UPSTAIRS,0.32111624,-0.062431089,-0.064910798,0.9435581,-0.23927928,-0.025569458,-0.043307067,-0.30171335,-0.00056277604,-0.25995426,0.14806058,0.16797835,0.15417848,-0.18655998,-0.22184717,-0.24579288,-0.24579288,-0.62135605,-0.32853678,-0.73249109,-0.48594408,-0.11462727,-0.57501681,-0.65310355,-0.53025677,-0.77991643,-0.41211894,-0.60031327,-0.52779075,-0.5050298,-0.64127248,-0.44762792,-0.78925874
WALKING_UPSTAIRS,0.26383763,0.010002377,-0.10870716,0.93614548,-0.24454092,-0.024423548,0.16380644,-0.085284016,0.339004,0.080635746,0.035414369,0.13956657,-0.24424379,0.11387056,0.018047953,-0.25903759,-0.25903759,-0.63480525,-0.19400579,-0.72226835,-0.53637459,-0.26304483,-0.4546188,-0.66706536,-0.54598478,-0.76344011,-0.28675184,-0.55029949,-0.49752086,-0.53159754,-0.64445143,-0.47486875,-0.76078876
WALKING_UPSTAIRS,0.25038126,0.0074628081,-0.18553445,0.93216512,-0.24633425,-0.020602143,0.033520265,0.14789716,0.28524913,-0.042001949,0.059872317,0.060464881,-0.53535767,0.16411606,0.1853248,-0.31358945,-0.31358945,-0.65257833,-0.14489332,-0.73668505,-0.52344009,-0.30446119,-0.50546932,-0.63347366,-0.55676456,-0.77153098,-0.11612576,-0.51583946,-0.48764444,-0.50754295,-0.59272849,-0.48159656,-0.78072722
WALKING_UPSTAIRS,0.38956886,-0.023515086,-0.17837165,0.93316904,-0.25057243,-0.022534293,-0.13164767,0.028123079,-0.16679635,-0.42048244,0.063304385,0.1280457,-0.085946402,0.042713053,0.058402906,-0.29954536,-0.29954536,-0.65161911,-0.29529063,-0.76733312,-0.48825026,-0.37175778,-0.51312158,-0.63791956,-0.56516049,-0.7894622,-0.64940459,-0.58359934,-0.59134481,-0.4956538,-0.59277924,-0.5771412,-0.82545138
WALKING_UPSTAIRS,0.3238528,0.0092254235,-0.10241721,0.93726796,-0.25167253,-0.024530157,0.51834535,-0.095911141,-0.44928676,-0.26664992,-0.18281992,0.079555182,-0.053118425,0.016511397,0.00080401908,-0.30427848,-0.30427848,-0.66569219,-0.42306482,-0.78037899,-0.42377649,-0.38314725,-0.45670623,-0.60487094,-0.62668908,-0.78002011,-0.62140965,-0.66614779,-0.58667325,-0.4618844,-0.5466334,-0.68491912,-0.795426
WALKING_UPSTAIRS,0.35006469,-0.043108659,-0.26331135,0.95079787,-0.22107705,0.035404455,0.066886155,-0.075779307,-0.3762071,0.5443564,-0.42850989,0.027347313,-0.16252704,0.13435412,0.048964708,-0.22507603,-0.22507603,-0.60680822,-0.11116693,-0.74009016,-0.46385154,-0.3614776,-0.40374329,-0.58168875,-0.60857872,-0.73237103,-0.46846274,-0.55016227,-0.54103113,-0.41409508,-0.5884529,-0.46086518,-0.78329324
WALKING_UPSTAIRS,0.31145575,-0.011981622,-0.19836902,0.9400794,-0.2374612,0.002272965,0.21338839,-0.18201284,0.012106414,0.33831412,-0.31959562,0.019925588,-0.30764374,0.099913593,-0.082143406,-0.24967785,-0.24967785,-0.60940053,-0.28933381,-0.73630216,-0.48426913,-0.32844562,-0.52440108,-0.60691987,-0.59220865,-0.73196505,-0.48546988,-0.56876994,-0.5556521,-0.45074772,-0.60439472,-0.55267411,-0.7915607
WALKING_UPSTAIRS,0.24194686,-0.010425785,-0.098132184,0.93238671,-0.23953029,-0.029985096,0.32872455,0.026416787,-0.1701008,0.33078055,-0.33517263,-0.016225916,-0.050035434,-0.083219512,0.06090342,-0.2433501,-0.2433501,-0.60897006,-0.31947816,-0.71005789,-0.47204326,-0.29451582,-0.54827602,-0.64279541,-0.54024552,-0.75238849,-0.53705585,-0.61105237,-0.5223591,-0.45706791,-0.57456982,-0.54652971,-0.7694362
WALKING_UPSTAIRS,0.17214596,-0.017034858,-0.051852215,0.92788505,-0.24569823,-0.029721232,0.13466339,0.42307979,-0.11621471,0.47181244,-0.42536056,-0.054052915,-0.12675862,-0.17925286,-0.027077546,-0.25661122,-0.25661122,-0.59318,-0.21746891,-0.70488807,-0.47815267,-0.13410502,-0.55046656,-0.59170792,-0.48217782,-0.7693981,-0.4578463,-0.60684787,-0.5347247,-0.4342406,-0.51569303,-0.50927648,-0.75961241
WALKING_UPSTAIRS,0.21084263,-0.050770952,-0.055209785,0.9347139,-0.24743464,-0.026684637,-0.18652062,0.21471537,0.031627376,0.083574794,-0.13042517,0.053395283,-0.13616452,-0.22282269,-0.23730433,-0.26957531,-0.26957531,-0.59787263,-0.25211408,-0.73653122,-0.41215374,-0.26636894,-0.53488291,-0.55537562,-0.4994426,-0.76663879,-0.40305189,-0.53009267,-0.49830732,-0.43292494,-0.55922431,-0.58464602,-0.78749302
WALKING_UPSTAIRS,0.30415309,-0.087978364,-0.11919779,0.94018083,-0.24801806,-0.031215496,-0.030372043,-0.28447012,0.049605137,-0.15208289,0.057023876,0.12740538,0.27825344,-0.26875852,-0.21716494,-0.23305824,-0.23305824,-0.59182363,-0.27710326,-0.74657988,-0.45743117,-0.19351799,-0.57037517,-0.58299759,-0.53785915,-0.75997862,-0.20209915,-0.57365727,-0.51556058,-0.43670558,-0.55864396,-0.35849667,-0.78578985
WALKING_UPSTAIRS,0.32833736,-0.0065523296,-0.058159222,0.93368449,-0.26124845,-0.0416174,0.17922663,-0.31032476,0.021930801,0.084823703,0.0036354362,0.12665932,-0.14050082,-0.11227806,-0.059757751,-0.22627145,-0.22627145,-0.59626834,-0.24840663,-0.71739788,-0.44949777,-0.17407122,-0.52871026,-0.55553234,-0.55528792,-0.71054359,-0.30267792,-0.54663003,-0.49357043,-0.45718658,-0.51729068,-0.38098872,-0.74594421
WALKING_UPSTAIRS,0.25802608,0.030092957,-0.087266127,0.93319336,-0.25600703,-0.033298272,0.29549023,-0.1694255,0.065341716,-0.18368424,0.14816975,0.17096452,-0.43969115,0.12767771,0.02466799,-0.26306267,-0.26306267,-0.60079475,-0.23762952,-0.69873686,-0.43395248,-0.28767685,-0.47498053,-0.56590846,-0.5398708,-0.70158308,-0.1963986,-0.53685108,-0.54406666,-0.38165927,-0.53904333,-0.38088806,-0.74286046
WALKING_UPSTAIRS,0.20244339,-0.027988007,-0.20806807,0.92722218,-0.24884336,-0.032007698,0.030269466,0.22188792,0.36752894,-0.43126227,0.19536278,0.2036756,-0.055285995,0.10436402,-0.074045208,-0.3209682,-0.3209682,-0.65630325,-0.28325173,-0.74170038,-0.53175764,-0.38662498,-0.4498967,-0.64596297,-0.57224073,-0.71690382,-0.58470315,-0.58875138,-0.59406872,-0.45840178,-0.59792389,-0.56568868,-0.80670489
WALKING_UPSTAIRS,0.31051847,-0.029822709,-0.18377401,0.9195598,-0.26434805,-0.048408015,-0.19905348,0.21797493,0.10087418,-0.27813456,0.083621479,0.14429249,-0.026393127,0.084628453,0.0042474455,-0.34869406,-0.34869406,-0.68289027,-0.39353655,-0.75622497,-0.51894379,-0.40104318,-0.5493561,-0.65740288,-0.62119773,-0.75113871,-0.66189851,-0.58772439,-0.57511664,-0.49760859,-0.63044559,-0.59087429,-0.82158466
STANDING,0.27209328,-0.024768809,-0.088609535,0.95714483,-0.091280885,0.17259696,0.098317805,-0.05360855,-0.014060625,0.08811616,-0.25841579,0.33253317,-0.18401598,-0.067017008,-0.12746833,-0.91002003,-0.91002003,-0.93557837,-0.77293635,-0.91583315,-0.93557019,-0.88899414,-0.88644876,-0.92577796,-0.93227518,-0.89835618,-0.7320018,-0.8894413,-0.86513896,-0.91996897,-0.8966107,-0.75737238,-0.83710749
STANDING,0.28476447,-0.040229179,-0.12095681,0.95450602,-0.099603737,0.17180644,0.079401072,-0.0020633496,-0.041707453,-0.015394267,-0.18481264,0.17881135,-0.1144643,-0.032294366,-0.10147051,-0.91566485,-0.91566485,-0.98565345,-0.9079923,-0.98410622,-0.99386896,-0.9394612,-0.94190673,-0.99222181,-0.96546654,-0.98844224,-0.9221157,-0.97862198,-0.93111123,-0.96875424,-0.98347154,-0.94363574,-0.98114935
STANDING,0.28510064,-0.030014325,-0.15497179,0.95827754,-0.11237264,0.16411022,0.075318769,0.052399879,0.029621432,-0.048383356,-0.09936081,0.067490893,-0.1082386,-0.025735089,-0.072845495,-0.94900137,-0.94900137,-0.99277876,-0.96565913,-0.99526863,-0.99618739,-0.94765496,-0.96422625,-0.99590062,-0.98555496,-0.9920798,-0.98614213,-0.97988823,-0.97249631,-0.96662287,-0.99391252,-0.9869552,-0.99534289
STANDING,0.28184389,-0.0090636275,-0.12013415,0.96052476,-0.11857881,0.14802261,0.0726674,0.0070562078,0.0080352499,-0.049493807,-0.075616141,0.049255657,-0.093634239,-0.039359645,-0.050643249,-0.98113624,-0.98113624,-0.99285998,-0.97331639,-0.99711686,-0.99603784,-0.98092251,-0.98772453,-0.99570705,-0.98818218,-0.99168342,-0.99273209,-0.99393647,-0.99244742,-0.98983802,-0.99432464,-0.99421405,-0.99679184
STANDING,0.28133378,-0.017197555,-0.12754065,0.96196274,-0.1142143,0.14219694,0.076587354,-0.0027978581,-0.0093737644,-0.040672896,-0.066988123,0.066839552,-0.094724795,-0.039809313,-0.052910718,-0.98017023,-0.98017023,-0.99342248,-0.98403672,-0.99663304,-0.99646668,-0.97900978,-0.98761438,-0.99498477,-0.99034277,-0.98952439,-0.99148849,-0.99444909,-0.99220141,-0.98838187,-0.99421342,-0.99460826,-0.99718604
STANDING,0.28092202,-0.019643146,-0.11787967,0.96339883,-0.11444641,0.13539586,0.073796002,0.029443285,0.017189226,-0.031989317,-0.057487488,0.067360311,-0.094338847,-0.048708116,-0.047276876,-0.99121525,-0.99121525,-0.99468866,-0.98869259,-0.99533722,-0.99757079,-0.98377489,-0.98792056,-0.99641831,-0.99269057,-0.99197763,-0.99243996,-0.99451969,-0.99160021,-0.99011632,-0.99586999,-0.99599078,-0.99525486
STANDING,0.28016885,-0.010885812,-0.1159591,0.96456494,-0.11534457,0.1313605,0.068347554,0.039589039,0.025133293,-0.020351328,-0.05585301,0.069904908,-0.09349107,-0.043392569,-0.035168765,-0.98206581,-0.98206581,-0.97954923,-0.97220339,-0.98246211,-0.97732584,-0.96336651,-0.97339826,-0.97063423,-0.96904475,-0.98188095,-0.96191425,-0.97336636,-0.96225245,-0.97001221,-0.96821757,-0.96192495,-0.97571789
STANDING,0.27560779,-0.006746452,-0.10315952,0.96500059,-0.11047324,0.12970353,0.082019199,-0.0024203138,-0.015283718,-0.02241129,-0.067074439,0.085415907,-0.094071323,-0.033136131,-0.058044305,-0.96692139,-0.96692139,-0.96725566,-0.96196042,-0.97330693,-0.97286249,-0.95280059,-0.96272544,-0.96461716,-0.96150883,-0.97288563,-0.955823,-0.96808561,-0.94587144,-0.96337953,-0.96242804,-0.96036889,-0.97448305
STANDING,0.27801052,-0.022789622,-0.1166042,0.96452562,-0.10485842,0.13117696,0.081744722,-0.017931103,-0.047188182,-0.036975899,-0.095162289,0.11055512,-0.10987618,-0.036631943,-0.069968008,-0.956516,-0.956516,-0.97290712,-0.96531151,-0.98038594,-0.98523071,-0.93384995,-0.94256717,-0.98024004,-0.96380151,-0.97065398,-0.96108565,-0.98113537,-0.957397,-0.95506852,-0.97207844,-0.97175836,-0.98335899
STANDING,0.28121704,-0.037326404,-0.14830227,0.96474851,-0.10971002,0.12585435,0.072664147,0.0068589676,-0.00011530915,-0.038361854,-0.0873377,0.10243362,-0.1021452,-0.040747115,-0.054938994,-0.95545126,-0.95545126,-0.98414277,-0.97439081,-0.98941133,-0.99365184,-0.96156245,-0.97057988,-0.99052685,-0.97420823,-0.97792833,-0.96907568,-0.98682323,-0.98388425,-0.96360348,-0.98165326,-0.97528748,-0.98978183
STANDING,0.27856116,-0.027364678,-0.12860079,0.96588074,-0.12241922,0.11034557,0.07755077,0.017921397,0.016533382,-0.027115992,-0.06581756,0.080785117,-0.090829512,-0.042062887,-0.055123143,-0.97965886,-0.97965886,-0.99354079,-0.98856371,-0.99467903,-0.99854367,-0.97705856,-0.97839778,-0.99723434,-0.98791827,-0.99012595,-0.97790398,-0.9940755,-0.99482581,-0.9787775,-0.995591,-0.98408618,-0.9948578
STANDING,0.27925948,-0.019001955,-0.11033693,0.96662949,-0.12912164,0.10223159,0.075869353,0.024189448,0.00669265,-0.016281505,-0.061313432,0.076114824,-0.10104995,-0.037332923,-0.059594638,-0.98867061,-0.98867061,-0.98880674,-0.98080729,-0.99077824,-0.99871194,-0.9668217,-0.98748251,-0.99873046,-0.97778999,-0.98672126,-0.97020184,-0.99130272,-0.9898351,-0.98406361,-0.98853733,-0.97270338,-0.98882975
STANDING,0.27789387,-0.015032385,-0.099931631,0.9670458,-0.12960925,0.10187374,0.074851547,0.0001896451,0.014722775,-0.020880337,-0.06011826,0.080288095,-0.093966458,-0.04031955,-0.051985503,-0.9848779,-0.9848779,-0.98872715,-0.97728408,-0.9899656,-0.99657363,-0.96581976,-0.98468916,-0.99627376,-0.97657399,-0.98818776,-0.96547854,-0.99012565,-0.9884763,-0.98387645,-0.98787622,-0.97330638,-0.98810438
STANDING,0.27698134,-0.020475125,-0.10421652,0.96692276,-0.12844955,0.10512682,0.075748467,0.00075066571,-0.017159234,-0.037535383,-0.076026527,0.090735808,-0.096004035,-0.050430894,-0.048503042,-0.98114325,-0.98114325,-0.9867987,-0.96748874,-0.98815203,-0.99389774,-0.95724733,-0.97699461,-0.99326672,-0.96995698,-0.98605289,-0.96031502,-0.98169269,-0.98752181,-0.97307841,-0.98630555,-0.96833752,-0.98794048
STANDING,0.27668269,-0.025099512,-0.12392965,0.96689519,-0.13109753,0.10569904,0.075706387,0.014886725,-0.014759493,-0.033966077,-0.083459604,0.089652171,-0.10332436,-0.038149994,-0.056396534,-0.9794309,-0.9794309,-0.98717262,-0.96916213,-0.988196,-0.99500478,-0.96340937,-0.97739087,-0.99533488,-0.97152045,-0.98571403,-0.95918881,-0.9846116,-0.98839526,-0.97222949,-0.98389361,-0.96920029,-0.98882821
STANDING,0.27653405,-0.019169374,-0.1134809,0.96663785,-0.1356756,0.099936965,0.076370446,0.014236628,0.015097691,-0.022694761,-0.070054468,0.082847048,-0.098502281,-0.035871859,-0.056989293,-0.98795559,-0.98795559,-0.99369713,-0.98991521,-0.99464772,-0.99811883,-0.9851773,-0.98190163,-0.99699085,-0.98685463,-0.99099722,-0.98722661,-0.99211212,-0.98994891,-0.98877179,-0.99412103,-0.98961051,-0.9954379
STANDING,0.27777996,-0.016646326,-0.10414521,0.96614695,-0.13669659,0.098517401,0.073833479,0.0095365651,0.0027863673,-0.025156864,-0.068250533,0.080281044,-0.095697342,-0.042332602,-0.057501557,-0.99491102,-0.99491102,-0.9947034,-0.99274457,-0.99576298,-0.99712446,-0.99121561,-0.99020899,-0.99548583,-0.99117693,-0.9922489,-0.98986753,-0.99473105,-0.99403015,-0.99431625,-0.99677298,-0.9948416,-0.99599757
STANDING,0.2767572,-0.0090286083,-0.091022671,0.96627956,-0.13605292,0.10072928,0.069231094,0.018782302,0.032852126,-0.022010116,-0.052683121,0.067359237,-0.097294213,-0.043603088,-0.053790754,-0.96782911,-0.96782911,-0.972189,-0.96332319,-0.97664557,-0.98486707,-0.90350051,-0.95290707,-0.97917273,-0.91994242,-0.97185035,-0.93060582,-0.97303384,-0.92523055,-0.91651693,-0.93880166,-0.93529312,-0.95626528
STANDING,0.27370937,0.0091021331,-0.067791948,0.96599229,-0.12982406,0.10834528,0.079070342,0.027686199,-0.0044173101,-0.023818389,-0.067167947,0.062625947,-0.097043502,-0.055267752,-0.049009017,-0.93881205,-0.93881205,-0.96716694,-0.9544967,-0.97256364,-0.98424132,-0.89883399,-0.96024098,-0.97792174,-0.91779715,-0.96820138,-0.92980416,-0.96656249,-0.92381669,-0.92571933,-0.93877911,-0.93576502,-0.95640235
STANDING,0.27897343,-0.00091809043,-0.10392572,0.96503629,-0.11369804,0.12247703,0.081876734,-0.010327314,-0.046321658,-0.034248186,-0.098824156,0.1018024,-0.10499647,-0.03738501,-0.04878695,-0.95009929,-0.95009929,-0.98914667,-0.97313606,-0.98965847,-0.9934583,-0.95855828,-0.96004823,-0.99109935,-0.97584136,-0.98089121,-0.98177306,-0.98179911,-0.97848669,-0.98330499,-0.98031727,-0.98643203,-0.99081461
STANDING,0.28290967,-0.028870275,-0.13347921,0.96565978,-0.10494655,0.12370533,0.073511591,-0.003740283,-0.0029240614,-0.03522999,-0.088411672,0.11671574,-0.099403054,-0.025496324,-0.057639185,-0.96761154,-0.96761154,-0.99266776,-0.98100357,-0.99387649,-0.9967883,-0.97079269,-0.98572753,-0.99687111,-0.99055331,-0.98523184,-0.98964843,-0.98196724,-0.98784394,-0.98838251,-0.98998539,-0.98314042,-0.99464366
STANDING,0.27795294,-0.030306528,-0.11813252,0.96688985,-0.11223962,0.11523852,0.076917076,0.019651792,0.006361069,-0.029051459,-0.082677211,0.1014777,-0.091058316,-0.035935794,-0.061276259,-0.98355766,-0.98355766,-0.99267229,-0.9897443,-0.99526629,-0.99588185,-0.98420495,-0.98867503,-0.99483159,-0.98980479,-0.98996326,-0.98928201,-0.99176128,-0.98963432,-0.98826924,-0.99541936,-0.99074646,-0.99600377
